频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
[BD]cnn,https://t.freetv.fun/live/cnn-7.m3u8,464857,CNN HD,United States,United States,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,News,640x360,freetv-fun-all.txt,22,403,成功,h264,640x360,25.0,有音频,6.755
[BD]cctv-风云足球,https://t.freetv.fun/live/cctv-feng-yun-zu-qiu.m3u8,,CCTV風雲足球,China,China,https://epg.pw/media/images/channel/2022/05/10/large/20220510165533742367_97.jpg,Sports,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,25.0,有音频,0.850
[VGA]iran international tv,https://t.freetv.fun/live/iran-international-tv.m3u8,,Libya International,Libya,Libya,https://epg.pw/media/uploads/tmp_logo/2015/06/20/20150620081626913799_16.jpg,Generic,640x360,freetv-fun-all.txt,26,403,成功,h264,640x360,12.5,有音频,1.019
[HD]nbc news,https://t.freetv.fun/live/nbc-news-1.m3u8,,NBC NEWS,United States,United States,https://epg.pw/media/images/channel/2019/01/21/large/20190121225455145966_13.png,News,1280x720,freetv-fun-all.txt,24,403,成功,h264,1280x720,30.0,有音频,1.508
[HD]classica古典樂,https://t.freetv.fun/live/classicagu-dian-le-11.m3u8,,CLassica,United States,United States,https://epg.pw/media/images/channel/2017/11/23/large/20171123202358057725_47.png,Entertainment,1280x720,freetv-fun-all.txt,293,403,成功,h264,1280x720,30.0,无音频,3.814
[SD]maha movie,https://t.freetv.fun/live/maha-movie.m3u8,,MOVIE MOVIE,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2024/04/15/large/20240415121455440051_22.png,Movies,424x240,freetv-fun-all.txt,22,403,成功,h264,424x240,25.0,有音频,10.459
[HD]channel one,https://t.freetv.fun/live/channel-one.m3u8,,Channel One Russia,Russia,Russia,https://epg.pw/media/images/channel/2022/04/19/large/20220419003815815386_62.jpg,News,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,25.0,有音频,3.554
[BD]rai italia australia,https://t.freetv.fun/live/rai-italia-australia.m3u8,,Rai Italia,Italy,Italy,https://epg.pw/media/images/channel/2019/01/16/large/20190116223706790494_26.PNG,Generic,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,3.449
[BD]das erste,https://t.freetv.fun/live/das-erste.m3u8,76674,Das Erste(ARD),Germany,Germany,https://epg.pw/media/images/channel/2024/02/28/large/20240228003050819704_92.png,Generic,480x270,freetv-fun-all.txt,14,403,成功,h264,480x270,50.0,有音频,16.665
[HD]kral - kral pop,https://t.freetv.fun/live/kral-kral-pop-1.m3u8,,Kral Pop Music Türkiye,Türkiye,Türkiye,https://epg.pw/media/uploads/tmp_logo/2015/02/20/20150220204308565025_88.jpg,Entertainment,640x360,freetv-fun-all.txt,19,403,成功,h264,640x360,0.02,有音频,8.093
[HD]entella tv,https://t.freetv.fun/live/entella-tv.m3u8,,Estrella TV,United States,United States,https://epg.pw/media/images/channel/2024/04/04/large/20240404163520450680_81.png,Entertainment,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,3.562
[HD]rede vida,https://t.freetv.fun/live/rede-vida.m3u8,,Rede Vida,Brazil,Brazil,https://epg.pw/media/,Generic,1280x720,freetv-fun-all.txt,23,403,成功,h264,1280x720,30.0,有音频,0.899
[BD]city tv,https://t.freetv.fun/live/city-tv-1.m3u8,,City TV,Canada,Canada,https://epg.pw/media/images/channel/2022/04/14/large/20220414154904496870_95.png,Generic,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,50.0,有音频,10.866
[BD]newsmax 2,https://t.freetv.fun/live/newsmax-2-2.m3u8,464863,Newsmax,United States,United States,https://epg.pw/media/images/channel/2021/01/21/large/20210121205319348415_63.png,News,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,29.97002997002997,有音频,0.866
[VGA]etv ⓖ,https://t.freetv.fun/live/etv-g.m3u8,,ETV,Mongolia,Mongolia,https://epg.pw/media/images/channel/2022/05/06/large/20220506164603528342_17.png,News,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,25.0,有音频,4.955
[SD]paramount plus picks,https://t.freetv.fun/live/paramount-plus-picks-1.m3u8,,PARAMOUNT,United States,United States,https://epg.pw/media/,Generic,426x240,freetv-fun-all.txt,23,403,成功,h264,426x240,30.0,有音频,1.995
[BD]cnbc asia *4g,https://t.freetv.fun/live/cnbc-asia-4g.m3u8,,CNBC ASIA,United States,United States,https://epg.pw/media/images/channel/2024/07/13/large/20240713001632561840_94.png,News,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,30.0,有音频,3.858
[BD]parliament tv,https://t.freetv.fun/live/parliament-tv-1.m3u8,2311,Parliament TV,Mongolia,Mongolia,https://epg.pw/media/images/channel/2022/05/06/large/20220506174535846051_22.png,News,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,25.0,有音频,12.654
[VGA]makkah tv,https://t.freetv.fun/live/makkah-tv.m3u8,,Makkah,Qatar,Qatar,https://epg.pw/media/uploads/tmp_logo/2016/05/18/20160518184532128996_66.png,Entertainment,854x480,freetv-fun-all.txt,14,403,成功,h264,854x480,25.0,有音频,16.307
[HD]nhk world japan,https://t.freetv.fun/live/nhk-world-japan-1.m3u8,,NHK World Japan,Japan,Japan,https://epg.pw/media/images/channel/2022/03/05/large/20220305152534604002_80.png,Generic,320x180,freetv-fun-all.txt,17,403,成功,h264,320x180,,有音频,5.246
[BD]nile comedy ==,https://t.freetv.fun/live/nile-comedy.ts,,Nile Comedy,Egypt,Egypt,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613191359577598_78.png,Movies,1920x1080,freetv-fun-all.txt,15,403,成功,h264,1920x1080,25.0,有音频,1.371
[HD]crime plus investigation,https://t.freetv.fun/live/crime-plus-investigation-2.m3u8,465040,Crime Investigation,United States,United States,https://epg.pw/media/images/channel/2022/12/28/large/20221228232959122383_97.png,Knowledge,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,29.97002997002997,有音频,3.448
[BD]dubai sports 2,https://t.freetv.fun/live/dubai-sports-2-3.m3u8,,Dubai Sports UAE,United Arab Emirates,United Arab Emirates,https://epg.pw/media/images/channel/2024/03/13/large/20240313161442698741_15.png,Sports,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,25.0,有音频,6.158
[HD]toi global,https://t.freetv.fun/live/toi-global.m3u8,,Global,Mongolia,Mongolia,https://epg.pw/media/images/channel/2022/05/06/large/20220506173852898976_67.png,News,854x480,freetv-fun-all.txt,22,403,成功,h264,854x480,25.0,有音频,8.813
[BD]ช่อง newsmax 2,https://t.freetv.fun/live/ch-ng-newsmax-2.m3u8,464863,Newsmax,United States,United States,https://epg.pw/media/images/channel/2021/01/21/large/20210121205319348415_63.png,News,462x240,freetv-fun-all.txt,20,403,成功,h264,462x240,29.97002997002997,有音频,3.372
[HD]ช่อง infowars,https://t.freetv.fun/live/ch-ng-infowars.m3u8,,InfoWars,United States,United States,https://epg.pw/media/images/channel/2022/05/07/large/20220507001619020877_59.png,News,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,30.0,有音频,0.986
[BD]telesur,https://t.freetv.fun/live/telesur-2.m3u8,,Canal Telesur,Honduras,Honduras,https://epg.pw/media/images/channel/2022/05/06/large/20220506174437413062_94.png,Entertainment,462x260,freetv-fun-all.txt,12,403,成功,h264,462x260,29.97002997002997,有音频,2.407
[HD]lao net tv,https://t.freetv.fun/live/lao-net-tv-1.m3u8,,NET TV,Kurdistan,Kurdistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506173945800787_75.png,Other,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,29.97002997002997,有音频,1.127
[HD]hallmark movies more,https://t.freetv.fun/live/hallmark-movies-more-1.m3u8,,Hallmark Movies & More,United States,United States,https://epg.pw/media/images/channel/2021/11/13/large/20211113232619185280_33.png,Movies,426x240,freetv-fun-all.txt,23,403,成功,h264,426x240,30.0,有音频,2.224
[BD]clan,https://t.freetv.fun/live/clan.m3u8,,Clan,Spain,Spain,https://epg.pw/media/images/channel/2022/04/19/large/20220419011352711251_76.jpg,Kids,640x360,freetv-fun-all.txt,19,403,成功,h264,640x360,25.0,有音频,4.721
[BD]mytime movie network,https://t.freetv.fun/live/mytime-movie-network-2.m3u8,,MOVIE MOVIE,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2024/04/15/large/20240415121455440051_22.png,Movies,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,29.97002997002997,有音频,4.168
[SD]dora tv,https://t.freetv.fun/live/dora-tv-4.m3u8,,Dorar TV,Saudi Arabia,Saudi Arabia,https://epg.pw/media/uploads/tmp_logo/2017/03/21/20170321100723902700_14.jpg,Generic,426x240,freetv-fun-all.txt,23,403,成功,h264,426x240,30.0,有音频,1.674
[BD]movie music,https://t.freetv.fun/live/movie-music.m3u8,,MOVIE MOVIE,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2024/04/15/large/20240415121455440051_22.png,Movies,256x144,freetv-fun-all.txt,21,403,成功,h264,256x144,29.97002997002997,有音频,4.379
[BD]france 24,https://t.freetv.fun/live/france-24-2.m3u8,,France 24 (French),France,France,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104841185612_92.png,News,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,25.0,有音频,2.894
[BD]cnn fast,https://t.freetv.fun/live/cnn-fast-2.m3u8,,CNN Fast,United States,United States,https://epg.pw/media/images/channel/2025/01/24/large/20250124234451189254_91.png,News,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,29.97002997002997,有音频,4.625
[HD]metv,https://t.freetv.fun/live/metv.m3u8,,ETV,Mongolia,Mongolia,https://epg.pw/media/images/channel/2022/05/06/large/20220506164603528342_17.png,News,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,59.94005994005994,有音频,3.328
[BD]pbs kids,https://t.freetv.fun/live/pbs-kids.m3u8,,PBS Kids,United States,United States,https://epg.pw/media/uploads/tmp_logo/2018/09/15/20180915122746104734_93.png,Kids,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,30.0,有音频,3.677
[BD]pula tv,https://t.freetv.fun/live/pula-tv.m3u8,,Publika TV,Moldova,Moldova,https://epg.pw/media/images/channel/2022/05/06/large/20220506174028898279_18.png,News,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,29.97002997002997,有音频,2.022
[SD]mtv hits uk *s,https://t.freetv.fun/live/mtv-hits-uk-s.m3u8,,MTV UK,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/04/18/large/20220418230044523988_98.png,Music,720x576,freetv-fun-all.txt,15,403,成功,mpeg2video,720x576,25.0,有音频,2.044
[HD]africanews english,https://t.freetv.fun/live/africanews-english-1.m3u8,,DW English,Germany,Germany,https://epg.pw/media/images/channel/2024/02/05/large/20240205014234637777_71.png,News,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,25.0,有音频,9.380
[VGA]dubai racing 2,https://t.freetv.fun/live/dubai-racing-2-1.m3u8,,Dubai Racing 2 TV,United Arab Emirates,United Arab Emirates,https://epg.pw/media/images/channel/2022/05/06/large/20220506163800003846_85.png,Sports,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,4.097
[SD]comedy central pluto tv,https://t.freetv.fun/live/comedy-central-pluto-tv.m3u8,,Comedy Central (NL),Netherlands,Netherlands,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821160657487535_90.jpg,Generic,426x240,freetv-fun-all.txt,19,403,成功,h264,426x240,30.0,有音频,1.643
[HD]pro sport international,https://t.freetv.fun/live/pro-sport-international.m3u8,465021,CNN International,United States,United States,https://epg.pw/media/images/channel/2019/01/12/large/20190112195825903374_64.png,News,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,25.0,有音频,3.400
[BD]cgtn-français,https://t.freetv.fun/live/cgtn-francais-2.m3u8,,CGTN Français,China,China,https://epg.pw/media/images/channel/2022/05/20/large/20220520002319040251_53.jpg,Generic,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,25.0,有音频,1.427
[BD]el pingüino tv,https://t.freetv.fun/live/el-pinguino-tv.m3u8,,El Pinguino,Chile,Chile,https://epg.pw/media/uploads/tmp_logo/2017/06/25/20170625145526166324_78.jpg,Generic,,freetv-fun-all.txt,20,403,成功,h264,,,有音频,14.547
[VGA]net tv,https://t.freetv.fun/live/net-tv.m3u8,,NET TV,Kurdistan,Kurdistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506173945800787_75.png,Other,426x240,freetv-fun-all.txt,20,403,成功,h264,426x240,30.0,有音频,4.911
[HD]trc televisión,https://t.freetv.fun/live/trc-television.m3u8,,Meridiano Televisión,Venezuela,Venezuela,https://epg.pw/media/images/channel/2021/11/13/large/20211113231456450069_26.png,Sports,1280x720,freetv-fun-all.txt,294,403,成功,h264,1280x720,60.0,有音频,1.504
[BD]esports max,https://t.freetv.fun/live/esports-max.m3u8,,Esports Max,United States,United States,https://epg.pw/media/images/channel/2022/10/31/large/20221031224853146253_60.png,Sports,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,30.0,有音频,1.537
[HD]canal motor,https://t.freetv.fun/live/canal-motor-1.m3u8,,Canal 9 HD,France,France,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,Generic,1280x720,freetv-fun-all.txt,17,403,成功,h264,1280x720,50.0,有音频,4.394
[SD]black cinema,https://t.freetv.fun/live/black-cinema-1.m3u8,,Cinema 1,Iraq,Iraq,https://epg.pw/media/uploads/tmp_logo/2017/02/23/20170223014334664873_51.png,Other,426x240,freetv-fun-all.txt,23,403,成功,h264,426x240,30.0,有音频,4.264
[BD]dance tv,https://t.freetv.fun/live/dance-tv.m3u8,,DANCE TV PT,Portugal,Portugal,https://epg.pw/media/uploads/tmp_logo/2017/07/22/20170722220410619348_13.png,Generic,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,25.0,有音频,3.821
[SD]acnn (480p),https://t.freetv.fun/live/acnn-480p.m3u8,464857,CNN HD,United States,United States,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,News,426x240,freetv-fun-all.txt,23,403,成功,h264,426x240,25.0,有音频,2.962
[BD]welat tv,https://t.freetv.fun/live/welat-tv.m3u8,,Qellat TV,Kurdistan,Kurdistan,https://epg.pw/media/uploads/tmp_logo/2016/01/06/20160106003011896954_68.png,Entertainment,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,25.0,有音频,2.368
[BD]france inter direct,https://t.freetv.fun/live/france-inter-direct.m3u8,,Direct 8 France,France,France,https://epg.pw/media/,Generic,1920x1080,freetv-fun-all.txt,294,403,成功,h264,1920x1080,50.0,有音频,4.930
[SD]press tv,https://t.freetv.fun/live/press-tv-1.m3u8,,PRESS,Iran,Iran,https://epg.pw/media/images/channel/2024/03/13/large/20240313145821448664_31.png,News,320x180,freetv-fun-all.txt,23,403,成功,h264,320x180,25.0,有音频,7.932
[BD]rede tv! es,https://t.freetv.fun/live/rede-tv-es.m3u8,,REDE TV!,Brazil,Brazil,https://epg.pw/media/uploads/tmp_logo/2017/07/22/20170722221706125748_61.png,Entertainment,1920x1080,freetv-fun-all.txt,14,403,成功,h264,1920x1080,30.0,有音频,3.655
[BD]raj tv,https://t.freetv.fun/live/raj-tv.m3u8,,RAK TV,United Arab Emirates,United Arab Emirates,https://epg.pw/media/uploads/tmp_logo/2015/07/20/20150720234608673493_15.png,Generic,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,25.0,有音频,7.544
[HD]fox business,https://t.freetv.fun/live/fox-business.m3u8,,Fox Business,United States,United States,https://epg.pw/media/images/channel/2025/01/31/large/20250131033303103875_40.png,News,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,29.97002997002997,有音频,2.068
[HD]newflix,https://t.freetv.fun/live/newflix.m3u8,,Netflix(Japan),Japan,Japan,https://epg.pw/media/images/channel/2021/12/10/large/20211210235908754439_80.png,Movies,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,25.0,有音频,2.909
[BD]rt india,https://t.freetv.fun/live/rt-india.m3u8,,KTV India,India,India,https://epg.pw/media/,Generic,640x360,freetv-fun-all.txt,288,403,成功,h264,640x360,25.0,有音频,18.454
[VGA]imam hussein tv 4,https://t.freetv.fun/live/imam-hussein-tv-4-1.m3u8,,IMAM HUSSEIN 2 TV,Iran,Iran,https://epg.pw/media/,Other,426x240,freetv-fun-all.txt,21,403,成功,h264,426x240,25.0,有音频,6.106
[HD]pbs kids,https://t.freetv.fun/live/pbs-kids-1.m3u8,,PBS Kids,United States,United States,https://epg.pw/media/uploads/tmp_logo/2018/09/15/20180915122746104734_93.png,Kids,416x234,freetv-fun-all.txt,21,403,成功,h264,416x234,29.97002997002997,有音频,1.895
[SD]axs tv,https://t.freetv.fun/live/axs-tv-1.m3u8,,MAX TV,Kurdistan,Kurdistan,https://epg.pw/media/uploads/tmp_logo/2017/01/03/20170103081452608866_48.jpg,Knowledge,960x540,freetv-fun-all.txt,23,403,成功,h264,960x540,29.97002997002997,有音频,3.999
[BD]cgtn法语,https://t.freetv.fun/live/cgtnfa-yu-1.m3u8,,CGTN(Spain),Spain,Spain,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,News,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,1.277
[BD]Outdoor Channel *tt,https://t.freetv.fun/live/outdoor-channel-tt.m3u8,,Outdoor Channel,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128061422478101_60.jpg,Knowledge,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,29.97002997002997,有音频,5.672
[BD]ช่อง red bull tv,https://t.freetv.fun/live/ch-ng-red-bull-tv.m3u8,,Red Bull TV,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/05/16/large/20220516155835221115_90.jpg,Sports,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,30.0,有音频,0.793
[BD]cgtn français,https://t.freetv.fun/live/cgtn-francais-1.m3u8,,CGTN Français,China,China,https://epg.pw/media/images/channel/2022/05/20/large/20220520002319040251_53.jpg,Generic,1920x1080,freetv-fun-all.txt,28,403,成功,h264,1920x1080,25.0,有音频,0.820
[HD]reggio tv,https://t.freetv.fun/live/reggio-tv.m3u8,,Regio TV,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613200719649628_15.png,Generic,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,25.0,有音频,1.992
[BD]red bull tv germany,https://t.freetv.fun/live/red-bull-tv-germany.m3u8,,Red Bull TV,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/05/16/large/20220516155835221115_90.jpg,Sports,384x216,freetv-fun-all.txt,20,403,成功,h264,384x216,30.0,有音频,7.135
[BD]cnn int,https://t.freetv.fun/live/cnn-int.m3u8,464857,CNN HD,United States,United States,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,News,640x360,freetv-fun-all.txt,22,403,成功,h264,640x360,25.0,有音频,5.122
[SD]history *s,https://t.freetv.fun/live/history-s.m3u8,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,960x540,freetv-fun-all.txt,20,403,成功,h264,960x540,29.97002997002997,有音频,2.120
[BD]telesur english,https://t.freetv.fun/live/telesur-english-2.m3u8,,DW English,Germany,Germany,https://epg.pw/media/images/channel/2024/02/05/large/20240205014234637777_71.png,News,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,,有音频,1.449
[BD]estrella tv,https://t.freetv.fun/live/estrella-tv-1.m3u8,,Estrella TV,United States,United States,https://epg.pw/media/images/channel/2024/04/04/large/20240404163520450680_81.png,Entertainment,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,30.0,有音频,6.115
[BD]france 24 english,https://t.freetv.fun/live/france-24-english-1.m3u8,,France 24 English,France,France,https://epg.pw/media/images/channel/2022/05/06/large/20220506164742433382_52.png,News,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,6.934
[VGA]campus tv,https://t.freetv.fun/live/campus-tv.m3u8,,Capul TV,Türkiye,Türkiye,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523220041863275_32.jpg,Entertainment,512x288,freetv-fun-all.txt,296,403,成功,h264,512x288,30.0,有音频,1.753
[BD]karbala quran,https://t.freetv.fun/live/karbala-quran.m3u8,,Karbala TV,Iraq,Iraq,https://epg.pw/media/uploads/tmp_logo/2015/07/01/20150701112530242519_68.jpg,News,1920x1080,freetv-fun-all.txt,24,403,成功,h264,1920x1080,25.0,有音频,2.957
[HD]pluto tv history,https://t.freetv.fun/live/pluto-tv-history.m3u8,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,426x240,freetv-fun-all.txt,22,403,成功,h264,426x240,30.0,有音频,2.392
[HD]radio italia trend,https://t.freetv.fun/live/radio-italia-trend-1.m3u8,,Radio Italia TV,Italy,Italy,https://epg.pw/media/images/channel/2022/05/06/large/20220506174238449874_96.png,Entertainment,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,25.0,有音频,3.363
[BD]cgtn arabic,https://t.freetv.fun/live/cgtn-arabic-1.m3u8,,CNBC Arabic,United Arab Emirates,United Arab Emirates,https://epg.pw/media/images/channel/2015/11/28/large/20151128115803085876_46.jpg,News,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,2.648
[BD]cgtn俄语,https://t.freetv.fun/live/cgtne-yu.m3u8,,CGTN(Spain),Spain,Spain,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,News,1920x1080,freetv-fun-all.txt,17,403,成功,h264,1920x1080,25.0,有音频,9.795
