频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,检测次数,动态级别,平均抓帧时间,抓帧失败次数,出现最多次数phash的次数,出现最多次数的phash值
Al-MahdiTV (1080p),https://iptv.almahditv.com/almahditv/playlist.m3u8,AlMahdiTV.us@SD,,,,https://i.imgur.com/S1YM83i.png,Religious,1920x1080,iptv-org-all.txt,1131,200,成功,h264,1920x1080,29.97002997002997,有音频,2.217,15,106,2.5295326736666652,0,9,bdd216f9318eaa03
三台电视一套,http://125.65.94.91:12351/live,,,,,,四川,1280x720,zbefine.txt,465,200,成功,h264,1280x720,25.0,有音频,4.846,5,171,5.435930556333328,1,3,9acd38926dc29c6e
13Max Televisión (1080p),http://coninfo.net:1935/13maxhd/live13maxtvnuevo/playlist.m3u8,13MaxTelevision.ar@SD,,,,https://i.imgur.com/QvF4l2t.png,General,1920x1080,iptv-org-all.txt,274,200,成功,h264,1920x1080,50.0,有音频,0.732,16,104,1.589940260999981,0,3,8909be345b76865b
70-80 TV (1080P),https://585b674743bbb.streamlock.net/9050/9050/playlist.m3u8,7080TV.it@SD,,,,https://i.imgur.com/y4kNV3Q.png,Music,1920x1080,iptv-org-all.txt,1780,200,成功,h264,1920x1080,25.0,有音频,3.502,16,193,4.079376462999998,0,3,ff8000f7e39c1f41
Aliman TV (240p) [Not 24/7],https://svs.itworkscdn.net/alimanlive/imantv.smil/playlist.m3u8,AlImanTV.lb@SD,,,,https://i.postimg.cc/9MCT0tCj/alimantv.png,Religious,200x160,iptv-org-all.txt,544,200,成功,h264,200x160,25.0,有音频,4.476,16,214,2.680162535666682,0,3,c88d0fcecf30926d
24 News (396p),https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/24_nim_https/110322/channel24/playlist.m3u8,24News.in@SD,,,,https://i.imgur.com/xraizkS.png,News,384x216,iptv-org-all.txt,1104,200,成功,h264,384x216,25.0,有音频,3.138,16,378,3.607238812666651,0,2,fbb686c0d2380f2d
arte HD,https://dash4.antik.sk/live/test_arte_avc_25p/playlist.m3u8,arte.de@HD,,,,https://i.imgur.com/ecXMjNl.png,Entertainment,1280x720,iptv-org-all.txt,1077,200,成功,h264,1280x720,25.0,有音频,2.414,16,386,2.6802635086666746,0,2,d8c1d1dcd1b03796
Anshun Comprehensive News Channel,https://hplayer1.juyun.tv/camera/154379194.m3u8,AnshunComprehensiveNewsChannel.cn@SD,,,,https://www.tvchinese.net/uploads/tv/anshun.jpg,News,1920x1080,iptv-org-all.txt,2842,200,成功,h264,1920x1080,50.0,有音频,6.609,16,408,8.663943992333335,0,2,e0c27f8b0183fce9
American Crimes,https://xumo-xumoent-vc-113-at8kn.fast.nbcuni.com/live/master.m3u8,,,,,,Undefined,426x240,iptv-org-all.txt,1011,200,成功,h264,426x240,30.0,有音频,5.131,16,348,4.224379725666665,0,7,c70e7997d0636cd0
Angelus TV (1080p),https://video.angelustv.ro/hls/angelustv.m3u8,AngelusTV.ro@SD,,,,https://static.wikia.nocookie.net/logopedia/images/1/12/Angelus_TV.svg/revision/latest/scale-to-width-down/512,Religious,1920x1080,iptv-org-all.txt,1205,200,成功,h264,1920x1080,25.0,有音频,4.809,16,294,4.40526393733334,0,7,df1e8670843d6167
24/7 Canal de Noticias,https://panel.host-live.com:19360/cn247tv/cn247tv.m3u8,247CanaldeNoticias.ar@SD,,,,https://i.imgur.com/4hDCB1M.png,News,640x360,iptv-org-all.txt,1503,200,成功,h264,640x360,50.0,有音频,11.767,16,325,,3,18,
Anand TV (1080p),https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/anand-tv/playlist.m3u8,AnandTV.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/Anand_TV.png,Religious,1920x1080,iptv-org-all.txt,314,200,成功,h264,1920x1080,25.0,有音频,4.328,16,408,5.394329440333384,0,1,a12f8eb1b817c27a
AMC,http://cors.tundracast.com:2000/https://streamer1.nexgen.bz/AMC/index.m3u8,AMC.us@EastHD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/AMC_logo_2019.svg/512px-AMC_logo_2019.svg.png,Movies,1920x1080,iptv-org-all.txt,6189,200,成功,h264,1920x1080,29.97002997002997,有音频,2.347,15,297,3.3378856313333167,0,2,85c8da977a68859e
ABN Freedom of Speech,https://mediaserver.abnvideos.com/streams/freedom_of_speech.m3u8,,,,,,Undefined,640x360,iptv-org-all.txt,60,200,成功,h264,640x360,24.0,有音频,1.798,16,46,1.3207801273333264,0,3,91f97016a746f2d4
3sat HD (1080p),https://viamotionhsi.netplus.ch/live/eds/3sathd/browser-HLS8/3sathd.m3u8,3sat.de@HD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/3sat_2019.svg/512px-3sat_2019.svg.png,General,1280x720,iptv-org-all.txt,314,200,成功,h264,1280x720,50.0,有音频,16.913,16,408,,3,21,
Alkarma TV Australia (1080p) [Not 24/7],https://58cc65c534c67.streamlock.net/alkarmatv.com/alkarmaau.smil/playlist.m3u8,AlkarmaTVAustralia.us@SD,,,,https://i.imgur.com/90ykspa.png,Religious,1280x720,iptv-org-all.txt,284,200,成功,h264,1280x720,30.0,有音频,2.996,16,82,3.0093564416666823,0,3,e38c723b0cb0336f
30A Golf Kingdom,https://30a-tv.com/feeds/vidaa/golf.m3u8,30AGolfKingdom.us@SD,,,,https://golfkingdom.net/wp-content/uploads/2022/04/golf-kingdom-st.jpg,Sports,1280x720,iptv-org-all.txt,931,200,成功,h264,1280x720,29.97002997002997,有音频,3.535,16,260,3.9920465653333395,0,3,f1959c92d3911ed1
Al Masar TV (576p),https://starmenajo.com/hls/almasar/index.m3u8,AlMasarTV.ly@SD,,,,https://i.postimg.cc/zB2BNnf7/almasartv.png,News,1024x576,iptv-org-all.txt,1467,200,成功,h264,1024x576,25.0,有音频,2.948,16,225,3.1490563470000175,0,3,8433799c33cc3be4
30A Darcizzle Offshore (720p),https://30a-tv.com/darcizzle.m3u8,30ADarcizzleOffshore.us@SD,,,,https://i.imgur.com/Q4l2uao.png,Outdoor,1280x720,iptv-org-all.txt,1536,200,成功,h264,1280x720,29.97002997002997,有音频,3.157,16,272,3.723106245999967,0,3,9cdaebc7f24408c3
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8,,,,,,浙江,1280x720,zbefine.txt,347,200,成功,h264,1280x720,25.0,有音频,2.54,16,348,2.8602756708000014,1,6,8868629aceeb38ed
Adnkronos (720p),https://5e73cf528f404.streamlock.net/GR_sport/livestream/playlist.m3u8,Adnkronos.it@SD,,,,https://i.imgur.com/mEoDAf1.png,News,1280x720,iptv-org-all.txt,1384,200,成功,h264,1280x720,50.0,有音频,2.985,12,323,3.5977215079999874,0,2,989c8725f8e94af2
Alkarma TV Family (1080p) [Not 24/7],https://58cc65c534c67.streamlock.net/alkarmatv.com/alkarmaNA2.smil/playlist.m3u8,AlkarmaTVFamily.us@SD,,,,https://i.imgur.com/yUEuQA2.png,Religious,1280x720,iptv-org-all.txt,73,200,成功,h264,1280x720,30.0,有音频,2.485,16,128,2.767092913000018,0,3,fc69e9c456532946
Angel TV America (720p),https://janya-digimix.akamaized.net/vglive-sk-374850/america/ngrp:angelamerica_all/playlist.m3u8,AngelTV.in@America,,,,https://i.imgur.com/qKLEGU7.png,Religious,426x240,iptv-org-all.txt,657,200,成功,h264,426x240,29.97002997002997,有音频,9.712,15,349,10.983885054666644,0,2,813b1f9c0fd83b31
ABC News Live 1 (720p),https://abcnews-streams.akamaized.net/hls/live/2023560/abcnewshudson1/master_4000.m3u8,ABCNewsLive1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/ABC_News_Live_logo_2021.svg/512px-ABC_News_Live_logo_2021.svg.png,News,1280x720,iptv-org-all.txt,1188,200,成功,h264,1280x720,29.97002997002997,有音频,0.84,15,258,0.6739839176667223,0,4,cf8738383087cb2f
30A Georgia Hollywood Review TV,https://30a-tv.com/gh.m3u8,30AGeorgiaHollywoodReview.us@SD,,,,https://images.axios.com/JiG3RuYBwpU_WZFeU6HHjt03FAU=/111x0:1191x1080/320x320/2023/11/09/1699558891265.jpg,Entertainment;News,1280x720,iptv-org-all.txt,1318,200,成功,h264,1280x720,29.97002997002997,有音频,3.367,16,205,3.7900795256666697,0,9,9132cccc9b9bcc8e
A&R Canal Adventista (720p),http://51.222.9.192:3589/stream/play.m3u8,ARCanal.pa@SD,,,,https://i.imgur.com/ejRJqSI.png,Religious,1280x720,iptv-org-all.txt,148,200,成功,h264,1280x720,25.0,有音频,0.576,16,24,0.7942404403333588,0,3,939bcd5e5840ceb1
Al Najah News (720p),https://streaming.najah.edu:8443/hls/AlNajah.m3u8,AlNajahNews.ps@SD,,,,https://i.imgur.com/c2bwn4G.png,News,1920x1080,iptv-org-all.txt,1447,200,成功,h264,1920x1080,25.0,有音频,16.776,15,362,,3,21,
Aik News,https://video.primexsports.com/pnn/live/playlist.m3u8,AikNews.pk@SD,,,,https://i.imgur.com/svPXoAP.png,News,1280x720,iptv-org-all.txt,880,200,成功,h264,1280x720,25.0,有音频,4.336,16,309,5.400075527000013,0,2,ab5529543d2ad53a
30A Luxe Life Discovered,https://30a-tv.com/feeds/vidaa/luxelife.m3u8,30ALuxeLifeDiscovered.us@SD,,,,https://m.media-amazon.com/images/I/51FJ5A0mEyL.jpg,Lifestyle,1280x720,iptv-org-all.txt,456,200,成功,h264,1280x720,29.97002997002997,有音频,3.385,16,213,3.603701559333331,0,3,c9395343927cacce
ABC News Live 2 (720p),https://abcnews-streams.akamaized.net/hls/live/2023561/abcnewshudson2/master_4000.m3u8,ABCNewsLive2.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/ABC_News_Live_logo_2021.svg/512px-ABC_News_Live_logo_2021.svg.png,News,1280x720,iptv-org-all.txt,1005,200,成功,h264,1280x720,29.97002997002997,有音频,0.779,15,258,0.7274126793333835,0,3,c7d2383830c3cf6e
9X Jalwa (1080p),https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/9x-jalwa/master.m3u8,9XJalwa.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_9X_JALWA/images/LOGO_HD/image.png,Music,,iptv-org-all.txt,68,200,成功,h264,,,有音频,2.337,16,382,2.4723656703333368,0,2,cce17334313d1a5b
Amedia 2,http://31.148.48.15/A2/index.m3u8,A2.ru@SD,,,,https://i.imgur.com/NqHla2V.png,Series,720x576,iptv-org-all.txt,397,200,成功,h264,720x576,25.0,有音频,4.46,16,408,,3,42,
30A Ridiculous TV (720p),https://30a-tv.com/feeds/720p/63.m3u8,30ARidiculousTV.us@SD,,,,https://30a.media/wp-content/uploads/2023/08/pzaz-30atv-2-230x366-ridiculous.jpg,Comedy,1280x720,iptv-org-all.txt,147,200,成功,h264,1280x720,29.97002997002997,有音频,2.689,13,218,2.963824745000011,0,3,c639e792619e3139
ABC News Live 3 (720p),https://abcnews-streams.akamaized.net/hls/live/2023562/abcnewshudson3/master_4000.m3u8,ABCNewsLive3.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/ABC_News_Live_logo_2021.svg/512px-ABC_News_Live_logo_2021.svg.png,News,1280x720,iptv-org-all.txt,778,200,成功,h264,1280x720,29.97002997002997,有音频,0.892,15,258,0.7599064443333722,0,3,c7c738383087cf47
ABC News,https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index.m3u8,ABCNews.au,,,,https://i.imgur.com/BrW7gk8.png,News,512x288,iptv-org-all.txt,1789,200,成功,h264,512x288,25.0,有音频,4.643,16,368,4.036510736999958,0,2,b12525b58e26ded2
Acheloos TV (576p),https://acheloostv.streamings.gr/live/stream/index.m3u8,AcheloosTV.gr@SD,,,,https://i.imgur.com/5SVMxcu.png,General,720x576,iptv-org-all.txt,1644,200,成功,h264,720x576,25.0,有音频,2.455,16,108,3.2291214036666815,0,6,99cc7e393be4212a
Al-Jawadain TV (1080p) [Not 24/7],https://live.aljawadain.org/live/aljawadaintv/playlist.m3u8,AlJawadainTV.iq@SD,,,,https://i.imgur.com/Eo3UYCK.png,Religious,1920x1080,iptv-org-all.txt,1743,200,成功,h264,1920x1080,25.0,有音频,3.278,16,282,3.543577839333352,0,2,97c965c51cf003be
&TV International (1080p),https://amg01117-amg01117c1-amgplt0029.playout.now3.amagi.tv/playlist/amg01117-amg01117c1-amgplt0029/playlist.m3u8,AndTV.in@International,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SYMANDTV/images/LOGO_HD/LOGO_HD_image.png,Movies,1920x1080,iptv-org-all.txt,591,200,成功,h264,1920x1080,25.0,有音频,4.043,15,399,3.969973935666682,0,1,f23d0de27c074758
Angel TV Australia (720p),https://janya-digimix.akamaized.net/vglive-sk-310787/australia/ngrp:angelaustralia_all/playlist.m3u8,AngelTV.in@Australia,,,,https://i.imgur.com/qKLEGU7.png,Religious,426x240,iptv-org-all.txt,435,200,成功,h264,426x240,25.0,有音频,9.28,16,389,9.131437397999965,0,3,
Árbol de Vida TV (240p) [Not 24/7],https://yupistream.top:19360/livearbol/livearbol.m3u8,ArboldeVidaTV.sv@SD,,,,https://i.imgur.com/4sGDc4X.jpg,Religious,854x480,iptv-org-all.txt,869,200,成功,h264,854x480,60.0,有音频,3.269,16,371,3.366291616999964,0,3,85c36e354b94536e
American Horrors (480p),http://107.167.7.162:8081/playlist/amhor/playlist.m3u8,AmericanHorrors.us@SD,,,,https://image.roku.com/developer_channels/prod/16f5571a82819e8992a748c70b256cbe63105f4b546b73d129668dc2cb701d91.png,Movies,708x480,iptv-org-all.txt,5004,200,成功,h264,708x480,29.97002997002997,有音频,8.903,14,362,10.659659247999997,1,33,
ABC TV ACT (720p),https://c.mjh.nz/abc-act.m3u8,ABCTV.au@ACT,,,,https://i.imgur.com/DPVQSjM.png,General,1280x720,iptv-org-all.txt,865,200,成功,h264,1280x720,25.0,有音频,7.951,16,408,7.91120238966668,0,1,85a5d0431eaf3c3e
Aastha Prime 1 (720p),https://aasthaott.akamaized.net/110923/smil:aasthaprime1.smil/master.m3u8,AasthaPrime1.in@SD,,,,https://i.imgur.com/LyWSMJS.png,Religious,1280x720,iptv-org-all.txt,514,200,成功,h264,1280x720,25.0,有音频,6.802,16,267,5.917503658666685,0,3,bca2853de140e4fb
AlbUK TV (1080p) [Not 24/7],http://albuk.dyndns.tv:1935/albuk/albuk.stream/playlist.m3u8,AlbUKTV.uk@SD,,,,https://i.imgur.com/TMg4Kxi.png,General,1920x1080,iptv-org-all.txt,934,200,成功,h264,1920x1080,25.0,有音频,2.101,16,222,3.2580157063333295,0,3,ba0b40ded6cc9275
Agape TV (720p),https://5fc584f3f19c9.streamlock.net/agape/smil:agape.smil/playlist.m3u8,AgapeTV.sv@SD,,,,https://i.imgur.com/DsGmrnc.png,General,640x360,iptv-org-all.txt,598,200,成功,h264,640x360,29.97002997002997,有音频,0.849,16,153,1.09023123999998,0,12,cee14eb5426ab54a
Al Araby TV 2 (1080p),https://live.kwikmotion.com/alaraby2live/alaraby2.smil/playlist.m3u8,AlArabyTV2.qa@SD,,,,https://i.imgur.com/Gp5mNea.png,News,426x240,iptv-org-all.txt,589,200,成功,h264,426x240,25.0,有音频,10.53,16,408,8.390761447000045,0,1,87a9b9a529396d52
Al-Sahat TV (720p),https://assahat.b-cdn.net/Assahat/assahatobs/index.m3u8,AlSahatTV.ye@SD,,,,https://i.imgur.com/UVndAta.png,Religious,1024x768,iptv-org-all.txt,1011,200,成功,h264,1024x768,30.0,有音频,1.282,16,58,1.1625174899999895,0,3,c956b52bd622d1c6
Africa 24 English (1080p),https://edge20.vedge.infomaniak.com/livecast/ik:africa24english/manifest.m3u8,Africa24English.fr@SD,,,,https://africa24tv.com/wp-content/uploads/2023/12/logo-Africa24TVEnglish.png,News,1920x1080,iptv-org-all.txt,2344,200,成功,h264,1920x1080,25.0,有音频,3.823,16,374,5.693316567333302,0,3,ab29de9a42dc2cc6
AMC East (1080p),https://fl1.moveonjoy.com/AMC_NETWORK/index.m3u8,AMC.us@East,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/AMC_logo_2019.svg/512px-AMC_logo_2019.svg.png,Movies,1280x720,iptv-org-all.txt,1532,200,成功,h264,1280x720,59.94005994005994,有音频,3.288,15,338,3.953477539333335,0,3,bb73c064218b2ebd
Aastha Telugu (480p),https://aasthaott.akamaized.net/110923/smil:aasthatelugu.smil/playlist.m3u8,AasthaTelugu.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/Aastha_Telugu.png,Religious,704x396,iptv-org-all.txt,338,200,成功,h264,704x396,25.0,有音频,7.292,16,292,7.173440098333344,0,3,951f7a3169ed02e2
Alkarma TV Middle East (1080p) [Not 24/7],https://58cc65c534c67.streamlock.net/alkarmatv.com/alkarmame1.smil/playlist.m3u8,AlkarmaTVMiddleEast.us@SD,,,,https://i.imgur.com/6OmNw5A.png,Religious,1280x720,iptv-org-all.txt,73,200,成功,h264,1280x720,30.0,有音频,2.517,16,177,2.828827528666674,0,3,841cda639e13f31b
Advocate Broadcasting Network (576p),https://viewmedia7219.bozztv.com/wmedia/viewmedia100/web_045/Stream/playlist.m3u8,AdvocateBroadcastingNetwork.ng@SD,,,,https://i.imgur.com/ZkBEAp7.png,News,426x240,iptv-org-all.txt,1481,200,成功,h264,426x240,29.97002997002997,有音频,4.868,16,292,3.5263121446666523,0,5,94c6793a366963c9
ABN I AM,https://mediaserver.abnvideos.com/streams/i_am_.m3u8,,,,,,Undefined,640x360,iptv-org-all.txt,60,200,成功,h264,640x360,24.0,有音频,0.955,16,140,1.1192206409999887,0,3,d908fe3560e71b23
Al Dafrah TV (720p),https://cdn-eu-west-prod-ingest-infra-dacast-com.akamaized.net/23cf2e00-28b0-b7b4-2569-ab7d19233fd7/index.m3u8,AlDafrahTV.ae@SD,,,,https://i.imgur.com/sOMOe9t.png,General,1280x720,iptv-org-all.txt,806,200,成功,h264,1280x720,25.0,有音频,2.559,16,372,2.719237135333325,0,2,d1b946ec47a15e8c
ABC News Live 4 (720p),https://abcnews-streams.akamaized.net/hls/live/2023563/abcnewshudson4/master_4000.m3u8,ABCNewsLive4.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/ABC_News_Live_logo_2021.svg/512px-ABC_News_Live_logo_2021.svg.png,News,1280x720,iptv-org-all.txt,629,200,成功,h264,1280x720,29.97002997002997,有音频,0.788,15,246,0.5885119763333174,0,3,c1533c3e8dc1d6e1
Aastha Tamil (480p),https://aasthaott.akamaized.net/110923/smil:aasthatamil.smil/playlist.m3u8,AasthaTamil.in@SD,,,,https://i.imgur.com/YQK9ewf.png,Religious,704x396,iptv-org-all.txt,446,200,成功,h264,704x396,25.0,有音频,6.641,16,224,3.9756800443333495,0,3,84b57dc3697c4a4a
Angel TV Arabia (720p),https://janya-digimix.akamaized.net/vglive-sk-213167/arabia/ngrp:angelarabia_all/playlist.m3u8,AngelTV.in@Arabia,,,,https://i.imgur.com/qKLEGU7.png,Religious,426x240,iptv-org-all.txt,693,200,成功,h264,426x240,25.0,有音频,9.38,16,408,8.384004900666659,0,3,
Al Manar (576p) [Not 24/7],https://edge.fastpublish.me/live/index.m3u8,AlManar.lb@SD,,,,https://i.imgur.com/sOQLV7L.png,News,1920x1080,iptv-org-all.txt,1903,200,成功,h264,1920x1080,25.0,有音频,11.022,16,392,11.528872871000013,0,6,
嵊泗新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8,,,,,,浙江,720x576,zbefine.txt,295,200,成功,h264,720x576,25.0,有音频,1.726,16,0,2.670812104666671,0,48,fac994366b64c84b
ABC News (720p),https://content.uplynk.com/channel/3324f2467c414329b3b0cc5cd987b6be.m3u8,ABCNewsLive.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/ABC_News_Live_logo_2021.svg/512px-ABC_News_Live_logo_2021.svg.png,News,640x360,iptv-org-all.txt,87,200,成功,h264,640x360,30.0,有音频,5.574,16,325,8.200448783666653,0,10,90a52f7fd1b0844f
30A Music (720p),https://30a-tv.com/music.m3u8,30AMusic.us@SD,,,,https://i.imgur.com/gNWg9tl.png,Music,1280x720,iptv-org-all.txt,438,200,成功,h264,1280x720,29.97002997002997,有音频,3.612,16,297,3.7144171613333583,0,3,0000000000000000
American Pickers,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6408ae8f9b39550008caf94f/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c791c22-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=3b9fb3b4-161b-4a0e-a380-58f96557a8b2,,,,,,Undefined,426x240,iptv-org-all.txt,219,200,成功,h264,426x240,30.0,有音频,2.462,16,168,2.7302426273333062,0,12,cdc36763d91a303c
Artflix Movie Classics (720p),https://amogonetworx-artflix-1-nl.samsung.wurl.tv/playlist.m3u8,ARTFLIXMovieClassics.us@SD,,,,https://i.imgur.com/5pOZQB4.png,Classic;Movies,1280x720,iptv-org-all.txt,1179,200,成功,h264,1280x720,29.97002997002997,有音频,3.071,16,166,2.0268551126666616,0,3,85e89669960f6ecc
American Ninja Warrior,https://xumo-drct-ch812-n4996.fast.nbcuni.com/live/master.m3u8,,,,,,Undefined,426x240,iptv-org-all.txt,680,200,成功,h264,426x240,30.0,有音频,2.425,16,404,2.4340237559999878,0,2,c3e3e46cee2dd024
Afarin TV (720p) [Not 24/7],https://65f16f0fdfc51.streamlock.net/afarinTV/livestream/playlist.m3u8,AfarinTV.iq@SD,,,,https://i.imgur.com/6MnXD7g.png,Kids,1920x1080,iptv-org-all.txt,2224,200,成功,h264,1920x1080,25.0,有音频,5.152,16,314,5.859088693333338,0,2,cb0e95b9d4f0f160
ABC News Live 5 (720p),https://abcnews-streams.akamaized.net/hls/live/2023564/abcnewshudson5/master_4000.m3u8,ABCNewsLive5.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/ABC_News_Live_logo_2021.svg/512px-ABC_News_Live_logo_2021.svg.png,News,1280x720,iptv-org-all.txt,494,200,成功,h264,1280x720,29.97002997002997,有音频,0.81,16,238,0.5505677736666712,0,3,8170b94c7f2c1f0f
Al Riyadh Radio (1080p),https://live.kwikmotion.com/sbrksariyadhradiolive/srpksariyadhradio/playlist.m3u8,AlRiyadhRadio.sa@SD,,,,https://i.imgur.com/8PH1Lak.png,Undefined,1280x720,iptv-org-all.txt,577,200,成功,h264,1280x720,30.0,有音频,2.208,16,120,2.3832430769999746,0,24,b8b6c7434998985f
12 канал (1080p),https://12channel.bonus-tv.ru/cdn/12channel/playlist.m3u8,Channel12.ru@SD,,,,https://i.imgur.com/OA9hm6e.png,General,640x360,iptv-org-all.txt,1951,200,成功,h264,640x360,25.0,有音频,8.871,16,327,9.300991897999987,0,9,c1c332b87e0e25db
A+ Ivoire (720p),http://69.64.57.208/atv/playlist.m3u8,APlusIvoire.ci@SD,,,,https://i.imgur.com/yOW0vyP.png,Culture,1280x720,iptv-org-all.txt,48,200,成功,h264,1280x720,50.0,有音频,0.929,16,314,5.360215039000006,0,3,c0c1e19c3f0cdcf3
Alistiqama TV (576p),https://jmc-live.ercdn.net/alistiqama/alistiqama.m3u8,AlistiqamaTV.om@SD,,,,https://i.imgur.com/2FPtYZr.png,Religious,640x360,iptv-org-all.txt,797,200,成功,h264,640x360,25.0,有音频,5.5,16,237,6.566106311333347,0,3,c908997f9556966c
6ter (1080p) [Geo-blocked],https://viamotionhsi.netplus.ch/live/eds/6ter/browser-HLS8/6ter.m3u8,6ter.fr@SD,,,,https://i.imgur.com/2nd5Cox.png,Entertainment,1280x720,iptv-org-all.txt,312,200,成功,h264,1280x720,50.0,有音频,14.709,16,408,,3,15,
Alcance TV (720p),https://5bf8041cb3fed.streamlock.net/AlcanceTV/AlcanceTV/playlist.m3u8,AlcanceTV.mx@SD,,,,https://i.imgur.com/5nYjRlb.png,Religious,1280x720,iptv-org-all.txt,933,200,成功,h264,1280x720,29.97002997002997,有音频,1.637,16,220,1.652010058666671,0,9,a5a5a5a5a5a55a5a
Angel TV Chinese (720p),https://janya-digimix.akamaized.net/vglive-sk-999451/chinese/ngrp:angelchinese_all/playlist.m3u8,AngelTV.in@Chinese,,,,https://i.imgur.com/qKLEGU7.png,Religious,426x240,iptv-org-all.txt,418,200,成功,h264,426x240,25.0,有音频,9.892,16,365,6.750803433333336,0,2,970d72b3cc587619
28 kanala,https://streaming.28kanala.eus/hls/z.m3u8,28kanala.es@SD,,,,https://i.imgur.com/DyvK28q.png,General,1920x1080,iptv-org-all.txt,1936,200,成功,h264,1920x1080,25.0,有音频,8.432,16,408,8.688614425999996,0,1,8838381ff7b0076f
Alfa Omega TV (1080p) [Not 24/7],https://aom-live.maghost.ro/aomTV/streams/OOztu5o9Fx6dh9mD1711027803849.m3u8,AlfaOmegaTV.ro@SD,,,,https://static.wikia.nocookie.net/logopedia/images/e/e3/Aotv_logo_svg.svg/revision/latest/scale-to-width-down/512,Religious,1920x1080,iptv-org-all.txt,1124,200,成功,h264,1920x1080,25.0,有音频,5.012,16,397,6.854073110000002,0,2,9861866c37ec077e
13 Realities (1080p),https://origin.dpsgo.com/ssai/event/g7_JOM0ORki9SR5RKHe-Kw/master.m3u8,13Realities.cl@SD,,,,https://i.imgur.com/m0SuwMU.png,Entertainment,426x240,iptv-org-all.txt,436,200,成功,h264,426x240,30.0,有音频,8.04,15,378,8.060608004333366,0,2,b9018575b2b4be56
Alcarria TV (576p) [Not 24/7],http://217.182.77.27/live/alcarriatv-livestream.m3u8,AlcarriaTV.es@SD,,,,https://i.imgur.com/pzJAYan.png,General,1280x720,iptv-org-all.txt,501,200,成功,h264,1280x720,50.0,有音频,1.385,16,100,1.7646047500000275,0,3,b4832b3687c7ce8c
Al Horreya TV (1080p),http://media.smc-host.com:1935/alhorreya.tv/mp4:alhorreya3/playlist.m3u8,AlHorreyaTV.us@SD,,,,https://i.imgur.com/EK75DMJ.png,Religious,1920x1080,iptv-org-all.txt,294,200,成功,h264,1920x1080,30.0,有音频,1.194,16,175,1.4680090106666437,0,3,e5c6f63d1f488c0c
ABC News Live 6 (720p),https://abcnews-streams.akamaized.net/hls/live/2023565/abcnewshudson6/master_4000.m3u8,ABCNewsLive6.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/ABC_News_Live_logo_2021.svg/512px-ABC_News_Live_logo_2021.svg.png,News,1280x720,iptv-org-all.txt,271,200,成功,h264,1280x720,29.97002997002997,有音频,0.612,16,248,0.5223600769999924,0,4,87d238783487cf6a
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8,,,,,,浙江,1920x1080,zbefine.txt,312,200,成功,h264,1920x1080,50.0,有音频,2.681,16,384,,3,3,e0c27f87018bfce1
象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8,,,,,,浙江,1280x720,zbefine.txt,221,200,成功,h264,1280x720,25.0,有音频,1.831,16,290,2.6039255680000224,0,6,e0ca3b8b238bfc61
