频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
[BD]邢台生活[geo-blocked],https://stream1.freetv.fun/xing-tai-sheng-huo-1.m3u8,,邢臺經濟生活,China,Chinese,https://epg.pw/media/img/logo/3_368.jpg,Other,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,25.0,有音频,1.829,否,否,0.5000,
[BD]清河新闻综合,https://stream1.freetv.fun/qing-he-xin-wen-zong-he-2.m3u8,,清遠新聞綜合,China,Chinese,https://epg.pw/media/images/channel/2022/10/31/large/20221031235633223834_13.jpg,News,1280x720,freetv-fun-all.txt,23,403,成功,h264,1280x720,25.0,有音频,1.552,否,否,0.4740,
[HD]凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-20.ctv,,鳳凰資訊HD,Hong Kong,Chinese,https://epg.pw/media/images/channel/2023/07/23/large/20230723140505929891_55.png,News,1280x720,freetv-fun-all.txt,302,403,成功,h264,1280x720,25.0,有音频,4.409,否,否,0.5677,
[BD]陕西卫视[geo-blocked],https://stream1.freetv.fun/shan-xi-wei-shi-60.m3u8,13896,陝西衛視,China,Chinese,https://epg.pw/media/images/channel/2022/05/31/large/20220531150903888489_91.jpg,Generic,1920x1080,freetv-fun-all.txt,10,403,成功,h264,1920x1080,25.0,有音频,1.445,否,否,0.5208,
[BD]澳門MACAU,https://stream1.freetv.fun/ao-men-macau-2.m3u8,,澳門MACAU,Macao,Cantonese,https://epg.pw/media/images/channel/2022/05/21/large/20220521144701785913_98.jpeg,Entertainment,1920x1080,freetv-fun-all.txt,300,403,成功,h264,1920x1080,25.0,有音频,7.006,否,否,0.5000,
[BD]经济科教高清,https://stream1.freetv.fun/jing-ji-ke-jiao-gao-qing-5.ctv,,溫州經濟科教,China,Chinese,https://epg.pw/media/images/channel/2022/11/01/large/20221101015212417692_86.jpg,Other,1920x1080,freetv-fun-all.txt,10,403,成功,h264,1920x1080,25.0,有音频,8.037,否,否,0.4896,
[BD]澳视体育[geo-blocked],https://stream1.freetv.fun/ao-shi-ti-yu-2.m3u8,,澳視體育,Macao,Cantonese,https://epg.pw/media/images/channel/2016/07/19/large/20160719143523253830_24.png,Sports,1920x1080,freetv-fun-all.txt,291,403,成功,h264,1920x1080,25.0,有音频,16.460,否,否,0.5312,
[BD]翡翠[geo-blocked],https://stream1.freetv.fun/fei-cui-1.ctv,368366,翡翠台,Hong Kong,Cantonese,https://epg.pw/media/images/channel/2023/07/20/large/20230720173151124119_90.png,Generic,1920x1080,freetv-fun-all.txt,301,403,成功,h264,1920x1080,60.0,无音频,1.795,否,否,0.0000,
[BD]潮州综合高清,https://stream1.freetv.fun/chao-zhou-zong-he-gao-qing-11.ctv,,潮州綜合,China,Chinese,https://epg.pw/media/images/channel/2023/10/07/large/20231007174220816419_38.jpg,Generic,1920x1080,freetv-fun-all.txt,300,403,成功,h264,1920x1080,25.0,有音频,8.390,否,否,0.6250,
