频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,帧率,音频,ffprobe探测时间,筛除原因,是否灰区,灰区原因,灰区建议动作,动态值（阈值 ≤ 10）,主phash总出现次数,主phash占比,主phash值,前三主phash重复比例（阈值 ≥ 70%）,锚点一致率-2秒（阈值 ≥ 95%）,锚点一致率-32秒（阈值 ≥ 95%）,静态评分,最近一次动态分,历史动态稳定分,内容集中度分,锚点软加分,当前置信度,历史置信度,首次出现时间
2+2 Marathon (1080p),https://lowa8026-cmyk.github.io/Ukraine/Edyni_Novyny/2Plus2Marafon.m3u8,,,,2Plus2Marathon.ua@SD,,,,https://i.imgur.com/v6KBgqk.png,General,1920x1080,iptv-org-all.txt,775,200,成功,mpeg2video,30.0,有音频,3.439,灰区：内容集中度不足,是,灰区：内容集中度不足,建议延迟复核,0.00,102,0.4857,bec3d9c0c7c11cb8,48.57%,100.00%,100.00%,89.71,100.00,100.00,48.57,100.00,6,0.4857,2026-08-18 23:26:00
ABC 25 News Central Texas (720p),https://content.uplynk.com/channel/9d4e02c9c3544c269d32e6b316792c8f.m3u8,,,,KXXV251.us@HD,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/WWAY_logo.png,General,640x360,iptv-org-all.txt,635,200,成功,h264,30.0,有音频,2.820,硬规则命中：高度静态,否,,,0.00,210,1.0000,cc636c71d3cc364c,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8,,,,,浙江民生休闲,,,,,1920x1080,TianmuTNT.txt,206,200,成功,h264,25.0,有音频,4.171,硬规则命中：高度静态,否,,,0.00,204,1.0000,d5cbb0a587607f84,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
Al Ghad TV (1080p),https://eazyvwqssi.erbvr.com/alghadtv/alghadtv.m3u8,,,,AlGhadTV.eg@SD,,,,https://i.imgur.com/ga6NXb9.png,News,640x360,iptv-org-all.txt,677,200,成功,h264,25.0,有音频,7.340,硬规则命中：高度静态,否,,,0.00,204,0.9714,9a885c3f984c36af,97.14%,100.00%,100.00%,99.43,100.00,100.00,97.14,100.00,6,0.9714,2026-08-18 02:10:00
汪清,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild,,,,,汪清,,,,,320x240,TianmuTNT.txt,332,200,成功,h264,25.0,有音频,3.084,硬规则命中：高度静态,否,,,0.00,210,1.0000,ad52ad52ad52ad52,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江少儿,http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8,,,,,浙江少儿,,,,,640x360,TianmuTNT.txt,1203,200,成功,h264,25.0,有音频,2.051,硬规则命中：高度静态,否,,,0.00,84,0.7368,f3a508d10df8731e,73.68%,100.00%,100.00%,94.74,100.00,100.00,73.68,100.00,6,0.7368,2026-08-18 17:16:00
浙江新闻,http://ali-vl.cztv.com/channels/lantian/channel007/360p.m3u8,,,,,浙江新闻,,,,,640x360,TianmuTNT.txt,794,200,成功,h264,25.0,有音频,2.023,硬规则命中：高度静态,否,,,0.00,114,0.7600,8c6bb2639b629c59,76.00%,100.00%,100.00%,95.20,100.00,100.00,76.00,100.00,6,0.7600,2026-08-18 17:16:00
浙江教科影视,http://ali-vl.cztv.com/channels/lantian/channel004/360p.m3u8,,,,,浙江教科影视,,,,,640x360,TianmuTNT.txt,1075,200,成功,h264,25.0,有音频,4.364,硬规则命中：高度静态,否,,,0.00,90,0.7500,def8c5876d00d04f,75.00%,100.00%,100.00%,95.00,100.00,100.00,75.00,100.00,6,0.7500,2026-08-18 17:16:00
浙江国际,http://ali-vl.cztv.com/channels/lantian/channel010/360p.m3u8,,,,,浙江国际,,,,,640x360,TianmuTNT.txt,1759,200,成功,h264,25.0,有音频,2.111,硬规则命中：高度静态,否,,,0.00,108,0.8571,ada471b1564e7253,85.71%,100.00%,100.00%,97.14,100.00,100.00,85.71,100.00,6,0.8571,2026-08-18 17:16:00
AKC TV Puppies 24/7,https://install.akctvcontrol.com/speed/broadcast/140/desktop-playlist.m3u8,,,,AKCTVPuppies.us@SD,,,,https://i.imgur.com/2nzRS60.png,Outdoor,1920x1080,iptv-org-all.txt,559,200,成功,h264,29.97002997002997,有音频,1.684,硬规则命中：高度静态,否,,,0.00,210,1.0000,979f8d71601316ce,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8,,,,,浙江经济生活,,,,,1920x1080,TianmuTNT.txt,276,200,成功,h264,25.0,有音频,2.453,硬规则命中：高度静态,否,,,0.00,198,1.0000,ec733b84f0463a5c,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 17:16:00
音乐欣赏,http://61.221.215.25:8800/hls/49/index.m3u8,,,,,音乐欣赏,,,,,1280x720,TianmuTNT.txt,451,200,成功,h264,25.0,有音频,2.109,硬规则命中：高度静态,否,,,0.00,210,1.0000,80823f3f67b447aa,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8,,,,,浙江少儿,,,,,1920x1080,TianmuTNT.txt,537,200,成功,h264,25.0,有音频,1.740,硬规则命中：高度静态,否,,,0.00,204,0.9714,82235d9c2dbc6e72,97.14%,100.00%,100.00%,99.43,100.00,100.00,97.14,100.00,6,0.9714,2026-08-18 02:10:00
浙江民生休闲,http://ali-vl.cztv.com/channels/lantian/channel006/360p.m3u8,,,,,浙江民生休闲,,,,,640x360,TianmuTNT.txt,621,200,成功,h264,25.0,有音频,1.949,硬规则命中：高度静态,否,,,0.00,102,0.8500,af5641c949c9d91d,85.00%,100.00%,100.00%,97.00,100.00,100.00,85.00,100.00,6,0.8500,2026-08-18 17:16:00
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8,,,,,浙江卫视,,,,,1920x1080,TianmuTNT.txt,1673,200,成功,h264,25.0,有音频,2.147,硬规则命中：高度静态,否,,,0.00,198,1.0000,ec0c69a7f2995253,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 17:16:00
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8,,,,,浙江卫视,,,,,1920x1080,TianmuTNT.txt,1945,200,成功,h264,25.0,有音频,1.993,硬规则命中：高度静态,否,,,0.00,210,1.0000,ec0c69a7f2995253,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8?zjild,,,,,长白山电视台,,,,,320x240,TianmuTNT.txt,429,200,成功,h264,25.0,有音频,2.341,硬规则命中：高度静态,否,,,0.00,210,1.0000,ad52ad52ad52ad52,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江经济生活,http://ali-vl.cztv.com/channels/lantian/channel003/360p.m3u8,,,,,浙江经济生活,,,,,640x360,TianmuTNT.txt,360,200,成功,h264,25.0,有音频,1.792,硬规则命中：高度静态,否,,,0.00,120,0.9091,ec709b2f949987d0,90.91%,100.00%,100.00%,98.18,100.00,100.00,90.91,100.00,6,0.9091,2026-08-18 17:16:00
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8,,,,,浙江国际,,,,,1280x720,TianmuTNT.txt,988,200,成功,h264,25.0,有音频,2.303,硬规则命中：高度静态,否,,,0.00,186,1.0000,ada471b1564c7353,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 17:16:00
甘南县综合,https://stream.hrbtv.net/zxpd/sd/live.m3u8,,,,,甘南县综合,,,,,640x480,TianmuTNT.txt,1916,200,成功,h264,25.0,有音频,5.107,硬规则命中：高度静态,否,,,0.00,210,1.0000,8080808080802a80,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江留学,http://ali-vl.cztv.com/channels/lantian/channel009/360p.m3u8,,,,,浙江留学,,,,,640x360,TianmuTNT.txt,629,200,成功,h264,25.0,有音频,1.817,灰区：内容集中度不足,是,灰区：内容集中度不足,建议延迟复核,0.00,96,0.6957,f4a5a5a5a5525a5a,69.57%,100.00%,100.00%,93.91,100.00,100.00,69.57,100.00,6,0.6957,2026-08-20 02:40:00
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8,,,,,浙江公共新闻,,,,,1920x1080,TianmuTNT.txt,2413,200,成功,h264,25.0,有音频,3.606,硬规则命中：高度静态,否,,,0.00,210,1.0000,857eb2e13f6b8448,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?,,,,,浙江国际,,,,,1920x1080,TianmuTNT.txt,1320,200,成功,h264,25.0,有音频,3.407,硬规则命中：高度静态,否,,,0.00,156,1.0000,8cb439b1658d535b,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 17:16:00
Alkhuzama Radio (1080p),https://live.kwikmotion.com/sbrksakhuzamaradiolive/srpkhuzama/playlist.m3u8,,,,AlkhuzamaRadio.sa@SD,,,,https://shahid.mbc.net/mediaObject/61010cbc-91c5-4ce1-94a4-ed40adadb97b,Undefined,1280x720,iptv-org-all.txt,358,200,成功,h264,30.0,有音频,1.839,硬规则命中：高度静态,否,,,0.00,186,1.0000,f63d49964a4b9694,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8,,,,,浙江钱江都市,,,,,1920x1080,TianmuTNT.txt,206,200,成功,h264,25.0,有音频,2.391,硬规则命中：高度静态,否,,,0.00,210,1.0000,a5a5eaa8858b2dc7,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
通化县,http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild,,,,,通化县,,,,,320x240,TianmuTNT.txt,1235,200,成功,h264,25.0,有音频,3.808,硬规则命中：高度静态,否,,,0.00,210,1.0000,ad52ad52ad52ad52,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8,,,,,浙江新闻,,,,,1280x720,TianmuTNT.txt,319,200,成功,h264,25.0,有音频,1.879,硬规则命中：高度静态,否,,,0.00,204,1.0000,c699183b331b3373,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
American Crimes (1080p),https://xumo-xumoent-vc-113-at8kn.fast.nbcuni.com/live/master.m3u8,,,,,,,,,Undefined,426x240,iptv-org-all.txt,912,200,成功,h264,30.0,有音频,2.018,硬规则命中：高度静态,否,,,0.00,210,1.0000,0000000000000000,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
ABN Bible Movies (720p),https://mediaserver.abnvideos.com/streams/abnbiblemovies.m3u8,,,,ABNBibleMoviesChannel.us@SD,,,,https://i.imgur.com/NCqZdaL.png,Movies;Religious,560x420,iptv-org-all.txt,805,200,成功,h264,24.0,有音频,0.657,硬规则命中：高度静态,否,,,0.00,210,1.0000,aa1a1676e54669d9,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8,,,,,浙江钱江都市,,,,,1920x1080,TianmuTNT.txt,206,200,成功,h264,25.0,有音频,3.199,硬规则命中：高度静态,否,,,0.00,210,1.0000,a5a5eaa8858b2dc7,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8,,,,,浙江民生,,,,,1920x1080,TianmuTNT.txt,207,200,成功,h264,25.0,有音频,2.345,硬规则命中：高度静态,否,,,0.00,210,1.0000,d5cbb0a587607f84,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
浙江钱江频道,http://ali-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8,,,,,浙江钱江频道,,,,,1920x1080,TianmuTNT.txt,283,200,成功,h264,25.0,有音频,1.929,硬规则命中：高度静态,否,,,0.00,204,1.0000,b0b1e86c9b2ced46,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
Bibel TV (720p),https://bibint01.iptv-playoutcenter.de/bibint01/bibint01.stream_all/playlist.m3u8,,,,BibelTV.de@SD,,,,https://i.imgur.com/RLwmrk3.png,Undefined,1280x720,iptv-org-all.txt,2960,200,成功,h264,25.0,无音频,6.970,硬规则命中：高度静态,否,,,0.00,210,1.0000,80d23e246e3f87cb,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
Bad Girls Club (1080p),https://xumo-xumoent-vc-118-jed5p.fast.nbcuni.com/live/master.m3u8,,,,,,,,,Undefined,426x240,iptv-org-all.txt,668,200,成功,h264,30.0,有音频,5.242,硬规则命中：高度静态,否,,,0.00,210,1.0000,0000000000000000,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
Damascus Radio (720p),https://radiodamascus.ortas.live/RDimshq/RDimshqLive/playlist.m3u8,,,,DamascusRadio.sy@SD,,,,https://damasradio.fm/wp-content/uploads/2026/01/logo-red.svg,Undefined,1280x720,iptv-org-all.txt,1818,200,成功,h264,25.0,有音频,4.847,硬规则命中：高度静态,否,,,0.00,180,1.0000,0000000000000000,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
DanceTV Minimal Tech (1080p),https://mbit1.worldcast.tv/dancetelevisionsix/multibit.m3u8,,,,DanceTVMinimalTech.ee@SD,,,,,Music,1280x720,iptv-org-all.txt,1064,200,成功,h264,30.0,有音频,5.883,硬规则命中：高度静态,否,,,0.00,192,1.0000,e7be94879fa1e010,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
Eduvision (1080p),https://stmv3.voxtvhd.com.br/conex2/conex2/playlist.m3u8,,,,Eduvision.co@SD,,,,https://i.imgur.com/ppBdqel.png,Education,1920x1080,iptv-org-all.txt,1234,200,成功,h264,25.0,有音频,1.751,硬规则命中：高度静态,否,,,0.00,192,1.0000,ce91a59aa31cb66c,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
GEM Pixel,https://glserver1.tamashaland.com/live/aBCH96886YznRbGOiqTnnQ__/stream_0.m3u8,,,,GEMPixel.tr@SD,,,,https://i.ibb.co/Q3tkbPrn/icon-27.png,Movies,720x576,iptv-org-all.txt,1426,200,成功,h264,25.0,有音频,1.507,硬规则命中：高度静态,否,,,0.00,198,1.0000,8ea831ddde646193,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
E! Keeping Up (1080p),https://xumo-xumoent-vc-117-a3ga4.fast.nbcuni.com/live/master.m3u8,,,,EKeepingUp.us@SD,,,,https://i.imgur.com/9F7VYDM.png,Entertainment,426x240,iptv-org-all.txt,833,200,成功,h264,30.0,有音频,2.664,硬规则命中：高度静态,否,,,0.00,192,1.0000,0000000000000000,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
EWTN Espana,https://cdn3.wowza.com/1/SmVrQmZCUXZhVDgz/b3J3MFJv/hls/q6xkg9py/480/chunklist.m3u8,,,,EWTNEspana.es@SD,,,,https://i.imgur.com/KvpMbkd.png,Religious,854x480,iptv-org-all.txt,294,200,成功,h264,29.97002997002997,有音频,0.510,硬规则命中：高度静态,否,,,0.00,192,1.0000,8dad2da5a5252da5,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
Duronto TV (720p),https://tvsen6.aynaott.com/6xyZ3N4oHv2KBJdB6W4p/index.m3u8,,,,DurontoTV.bd@SD,,,,https://i.imgur.com/gXsddRK.png,Kids,1280x720,iptv-org-all.txt,1378,200,成功,h264,25.0,有音频,5.018,硬规则命中：高度静态,否,,,0.00,126,1.0000,e2ec92326de7982c,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-22 22:47:00
EmanTv (1080p),https://avr.host247.net/live/emantv/playlist.m3u8,,,,EmanTv.iq@HD,,,,https://i.imgur.com/QmgaPSi.png,Family,1920x1080,iptv-org-all.txt,174,200,成功,h264,25.0,有音频,1.658,硬规则命中：高度静态,否,,,0.00,192,1.0000,cef14eb54268b54a,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
Informatia TV,https://informatia.streamnet.ro/mobile_tv/informatiatv.m3u8,,,,InformatiaTV.ro@SD,,,,https://i.imgur.com/P1ZbVRg.png,News,640x360,iptv-org-all.txt,1168,200,成功,h264,25.0,有音频,4.211,硬规则命中：高度静态,否,,,0.00,210,1.0000,d2d26b0c0ce533f3,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
KSTV Uganda,https://live.esteem.africa/kstv/hls/0/stream.m3u8,,,,KSTVUganda.ug@SD,,,,https://i.imgur.com/MMPzPSl.png,Religious,1280x720,iptv-org-all.txt,593,200,成功,h264,25.0,有音频,1.250,硬规则命中：高度静态,否,,,0.00,204,1.0000,98c1e162b68c6e9f,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
MBC Brasil TV,https://play.mbcbrasil.tv.br/playlist.m3u8,,,,MBCBrasilTV.br@SD,,,,https://eswqkrogupaisirwcsys.supabase.co/storage/v1/object/public/mbc-media/canais/1775702325773-d10vtu076za.png,General,1280x720,iptv-org-all.txt,1478,200,成功,h264,59.94005994005994,有音频,0.927,硬规则命中：高度静态,否,,,0.00,198,1.0000,e6c26cc64cb4b725,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
MST3K (1080p),https://mst3k-roku.amagi.tv/playlist.m3u8,,,,MST3K.us@US,,,,https://i.imgur.com/2LSdcga.png,Series,,iptv-org-all.txt,1318,200,成功,h264,,有音频,2.142,硬规则命中：高度静态,否,,,0.00,186,1.0000,95047f4af09701fe,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
Maha Movie (576p),https://cdn-6.pishow.tv/live/10007/master.m3u8,,,,MahaMovie.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/Maha_Movies.png,Movies,424x240,iptv-org-all.txt,1883,200,成功,h264,25.0,有音频,10.001,硬规则命中：高度静态,否,,,0.00,198,0.9706,ff646464646c6c6c,97.06%,100.00%,100.00%,99.41,100.00,100.00,97.06,100.00,6,0.9706,2026-08-18 02:10:00
Logos TV English (1080p) [Not 24/7],https://5aafcc5de91f1.streamlock.net/logoschannel.com/logoseng/playlist.m3u8,,,,LogosTVEnglish.us@SD,,,,https://i.imgur.com/LDfEK81.png,Religious,1920x1080,iptv-org-all.txt,1327,200,成功,h264,30.0,有音频,2.601,硬规则命中：高度静态,否,,,0.00,204,1.0000,0000000000000000,100.00%,100.00%,100.00%,100.00,100.00,100.00,100.00,100.00,6,1.0000,2026-08-18 02:10:00
